"Park_code","Point_code","Location_type","Location_status","Stratum_code","Stratum_label","Site_code","Site_status","Panel_type","Panel_name","GRTS_order","UTME_public","UTMN_public","Public_offset","UTME_best","UTMN_best","Datum","Zone","Elevation_m","Slope_deg","Aspect_deg","Trail_or_road","Azimuth_to_point","Direction_changed","Reason_for_change","Travel_notes","Location_desc","Loc_established_date","Loc_discontinued_date","Location_notes"
"OLYM","3196.NN03","Survey","Active","1","High","3196","Active","Alternating","6",196,468043,5310008,"Actual",468043.167,5310007.527,"NAD83",10,1508.00,12.00,260.00,"Off trail",270,1,"can leave road","none","Open Subalpine fir forest with a moderate amount of downed trees.","7/30/2011","",
"OLYM","3196.NN04","Survey","Active","1","High","3196","Active","Alternating","6",196,467842,5310010,"Actual",467841.642,5310010.427,"NAD83",10,1457.00,15.00,241.00,"Off trail",270,0,,"Gradual downhill through tangle of huckleberry, azalea, and Subalpine fir.","None. Note: please update next visit, adding features if you can find any.","7/30/2011","",
"OLYM","3196.NN05","Survey","Active","1","High","3196","Active","Alternating","6",196,467639,5310006,"Actual",467638.885,5310006.001,"NAD83",10,1392.00,33.00,275.00,"Off trail",270,0,,"Gentle downhill for first 150m, then very steep through open meadows for the last 50m. Stop when you see the slide alder 20 m ahead.","N edge of cliff/clearing, just S of minor ridge between point and drainage. Single 50cm DBH Subalpine fir in meadow area at point, slide alder downslope. Lupine, paintbrush, and view to west.","7/30/2011","",
"OLYM","3196.NN06","Survey","Active","1","High","3196","Active","Alternating","6",196,467644,5310197,"Actual",467643.882,5310197.342,"NAD83",10,1434.00,16.00,210.00,"Off trail",360,1,"cliffs into drainage","Cross ridge, then drop steeply to stream and climb out. Go east of bearing to avoid slide alder on N side of stream.","Dense Subalpine fir, numerous logs criss-cross point. Avalanche lily groundcover. Stream audible to south. Fairly level.","7/30/2011","",
"OLYM","3196.NN07","Additional","Active","1","High","3196","Active","Alternating","6",196,467646,5310418,"Actual",467646.181,5310417.798,"NAD83",10,1481.00,15.00,231.00,"Off trail",360,0,,"Gradual uphill through open Subalpine fir, huckleberry understory.","none","7/30/2011","",
"OLYM","3196.NN08","Additional","Active","1","High","3196","Active","Alternating","6",196,467651,5310613,"Actual",467651.344,5310612.534,"NAD83",10,1513.00,15.00,189.00,"Off trail",360,0,,"Pass through research plot with number tags on trees - dead only? Slightly uphill through open Subalpine fir forest.","none","7/30/2011","",
"OLYM","3196.NN09","Additional","Active","1","High","3196","Active","Alternating","6",196,467653,5310817,"Actual",467653,5310817,"NAD83",10,1574.30,22.98,22.98,"Off trail",360,0,,"Through Subalpine fir forest to road, open understory, then into meadows above road. Climb and contour.","On the north side of juniper patch, open meadow to the north of point.","7/11/2016","",
"OLYM","3196.NN10","Additional","Active","1","High","3196","Active","Alternating","6",196,467651,5311013,"Actual",467651,5311013,"NAD83",10,1588.50,6.76,6.76,"Off trail",360,0,,"Sidehill climb in open meadow, passing through a patch of subalpine fir, then opening up again with view into meadow where point is found.","Lovely. Middle of open meadow, just below lip where upper meadow drops into lower gravelly meadow, and above line of gravel patches seen in feature #1.","7/11/2016","",
"OLYM","3196.TO","Origin","Active","1","High","3196","Active","Alternating","6",196,468378,5309733,"Actual",468378.304,5309732.541,"NAD83",10,1603.00,19.00,234.00,"On road",,0,,"After finishing NN08, I suggest continuing to road and hiking back on road to hoot points NN02 and NN04, as long as GPS, habitat, and direction updates for NN07, NN06, and NN05 were done on the hike in. Road is still closed at Waterhole, so from there it is about a 10-15 minute walk. I forgot to look if there were any closer spots to park if the gate were open though. About a 50-minute drive from Port Angeles. There is a small pullout ~160m down the road from TO (on uphill side of road), that you can park at if gate/road is open past Waterhole. Under 1 mile past Waterhole.","Point is on a slight bend in road. Just down road of point on SW side of road (~5m N/NW of marker tree) are several cut logs suspended diagonally.","7/30/2011","",
"OLYM","3197.TO","Origin","Proposed","1","High","3197","Proposed","Oversample",,197,447480,5280688,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3198.SS01","Survey","Active","2","Medium","3198","Active","Alternating","6",198,459321,5264577,"Actual",459321.115,5264577.415,"NAD83",10,982.00,21.00,72.00,"On trail",,0,,"I don't think I was on actual trail for any part of travel between TO and SS01 because of snow- update this next time.","It is ~2m past a ~150 cm DBH Mountain hemlock that is very close to the trail (on W side). It is between 2 cut logs (on each side of trail, but with ~4m of trail (length-wise) between them.)","7/17/2011","",
"OLYM","3198.SS02","Survey","Active","2","Medium","3198","Active","Alternating","6",198,459304,5264385,"Actual",459303.798,5264384.799,"NAD83",10,945.00,25.00,180.00,"On trail",,0,,"I think it is more than 200m of pacing (due to switchbacks), but I lost trail and lost count due to snow.","Mostly Pacific Silver Fir with some Western and Mountain hemlocks, too.  At a bend in trail. It is is farther from creek than it seems/sounds.  It is ~9m past cut log on W side of trail  (and some smaller pieces of log on E side).","7/17/2011","",
"OLYM","3198.SS03","Survey","Active","2","Medium","3198","Active","Alternating","6",198,459249,5264186,"Actual",459248.708,5264185.975,"NAD83",10,904.00,24.00,91.00,"On trail",,0,,"Walk down the trail about 315m. Point is ~75 m after crossing creek. There is a small sign with spring labeled 'Wynochee Spring' a few meters after creek.","Point is in between a ~80 cm DBH Silver Fir snag and a cut log with a few small rocks next to it. Lots of large silver firs and hemlocks.","7/17/2011","",
"OLYM","3198.SS04","Survey","Active","2","Medium","3198","Active","Alternating","6",198,459204,5263992,"Actual",459203.545,5263991.628,"NAD83",10,899.00,24.00,120.00,"On trail",,0,,"Pace ~225 m down trail, crossing a small creek that you have to scale down small slope to get to (at least this year) at ~90m","Point is ~3 m past cut log on W side of the trail.","7/17/2011","",
"OLYM","3198.SS05","Survey","Active","2","Medium","3198","Active","Alternating","6",198,459185,5263808,"Actual",459184.509,5263807.767,"NAD83",10,900.00,42.00,107.00,"On trail",,0,,"Pace down 200m trail. Note: paper ripped where I wrote down coordinates and now I can't read the 5th digit of the Easting. Please update this next visit.","There are 2 young (similar-sized) Pacific Silver Firs just before point (farther S of 2 is ~2m before point on E side of trail). There are some cut logs on E side of trail right at point (~0.5m down trail).","7/17/2011","",
"OLYM","3198.SS06","Survey","Active","2","Medium","3198","Active","Alternating","6",198,459085,5263640,"Actual",459085.185,5263639.689,"NAD83",10,898.00,12.00,93.00,"On trail",,0,,"Pace ~200m down trail until you reach an open area ~15m before crossing creek.","Point is ~15m N (on trail) of small creek that crosses trail.  It is wet here with lots of low herbaceous vegetation. It is also open. Lots of snow right now, so maybe its wetter than usual.  It is between feature root wad and mountain hemlock.","7/17/2011","",
"OLYM","3198.SS07","Additional","Active","2","Medium","3198","Active","Alternating","6",198,458919,5263608,"Actual",458919,5263608,"NAD83",10,945.10,20.84,20.84,"Off trail",270,1,"went off-trail","Head off-trail for 200m, going across streams and through huckleberry.","Point is at a 4m tall jagged half snag with a hollow inside. Lots of Alaska yellow cedars in the area, 4m from a huge downed yellow cedar.","7/20/2016","",
"OLYM","3198.TO","Origin","Active","2","Medium","3198","Active","Alternating","6",198,459293,5264680,"Actual",459292.651,5264679.793,"NAD83",10,985.00,24.00,90.00,"On trail",,0,,"We camped at the end of the road/beginning of the trail, about 1.5 miles from TO, but if there is no snow, camping closer to TO would be a good option- some flat spots nearby. Check about road conditions. The road was washed out several miles before the trailhead in 2011. There is a great spot to camp off-trail just past the creek near TO. A pleasant surprise! This is a confusing and difficult trailhead to get to. Not suitable for Honda Civics, which was confirmed by a partially deflated tire when we got back to the car. This should be addressed next visit- can we borrow an NPS rig? Also, I'm not sure what the mileage difference is, but going through Montesano is far more straightforward than FS 23 (from Skokomish).","At point in the trail where trail levels out just before dropping to the creek at featured half-dead/ half-alive Silver Fir.","7/17/2011","",
"OLYM","3198.WW01","Survey","Active","2","Medium","3198","Active","Alternating","6",198,459214,5264694,"Actual",459214.003,5264694.421,"NAD83",10,1018.00,22.00,74.00,"Off trail",270,0,,"Travel up moderate slope.","On slope ~20m SE of creek. Silver Fir, relatively open. Immediately to the N/NW is an area without as much huckleberry.","7/17/2011","",
"OLYM","3198.WW02","Survey","Active","2","Medium","3198","Active","Alternating","6",198,459007,5264695,"Actual",459007.089,5264695,"NAD83",10,1126.00,22.00,94.00,"Off trail",270,0,,"Travel steeply up slope (snow) along slippery roots.","On moderate slope. Relatively open. On a decaying downed tree. There are several silver fir saplings immediately downslope of point. The large snag feature is up against a smaller silver fir.","7/17/2011","",
"OLYM","3198.WW03","Survey","Active","2","Medium","3198","Active","Alternating","6",198,458864,5264816,"Actual",458863.581,5264816.173,"NAD83",10,1159.00,17.00,86.00,"Off trail",315,1,"Too steep to WW","Travel steeply up (snow) to achieve relatively flat area.","On the edge of an opening right on the top of meltwater stream, next to large cedars. Pacific silver firs large and small. It is ~5m past small stream.","7/17/2011","",
"OLYM","3198.WW04","Survey","Active","2","Medium","3198","Active","Alternating","6",198,458729,5264962,"Actual",458728.526,5264962.297,"NAD83",10,1208.00,5.00,126.00,"Off trail",315,0,,"Easiest to skirt cliffs and steep snow by staying on flats to the west.","Open snow, right next to Mtn. hemlock (?) tree.","7/17/2011","",
"OLYM","3198.WW05","Survey","Active","2","Medium","3198","Active","Alternating","6",198,458572,5265080,"Actual",458572.366,5265080.345,"NAD83",10,1233.00,37.00,136.00,"Off trail",315,0,,"Travel NW, avoiding lakes and going ~50-60 m up the steep slope past the lake","On steep slope among sparse Pacific silver fir. Snow. Point is ~6m S of a boulder field/rock slide.","7/17/2011","",
"OLYM","3198.WW06","Survey","Active","2","Medium","3198","Active","Alternating","6",198,458571,5265079,"Actual",458571,5265079,"NAD83",10,1233.40,37.23,37.23,"Off trail",360,1,"cliffy to the NW","Travel up steep slope until you get to a ridge. Stay a little to the NW- it's a little less steep (but avoid cliffs too far to the NW). Point is ~4m beyond (on W/NW side of) ridge.","Point is on the W/NW side of a narrow ridge, ~4m down from top. It is right below a steep rock face (leading down to point from ridge). More open right at point than any of surrounding area, which has a lot of saplings and huckleberry.","7/20/2016","",
"OLYM","3199.TO","Origin","Proposed","1","High","3199","Proposed","Oversample",,199,461298,5302908,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3200.NE01","Survey","Active","2","Medium","3200","Active","Annual","1",200,478447,5313355,"Actual",478447.35,5313354.87,"NAD83",10,1191.00,21.00,139.00,"On road",,0,,"Travel up road 100 m from origin.","Rocky on left, fairly open on right, but there are certainly still trees on right.  Ahead there is a doug fir growing right on the edge of the road.","6/29/2007","",
"OLYM","3200.NE02","Survey","Active","2","Medium","3200","Active","Annual","1",200,478631,5313330,"Actual",478631.1,5313329.8,"NAD83",10,1204.00,29.00,191.00,"On road",,0,,"Pace 200 m.  Road winds back and forth.","Rocky outcropping on left w/ quite a bit of vegetation.  Large opening in trees to the right with vine maples below.","6/29/2007","",
"OLYM","3200.NE03","Survey","Active","2","Medium","3200","Active","Annual","1",200,478839,5313324,"Actual",478838.62,5313324.06,"NAD83",10,1218.00,25.00,217.00,"On road",,0,,"Pace 200 m.  Road winds back and forth.","Rocky outcropping near point, after passing bare/loose soil.  Right side mostly Doug-fir.","6/29/2007","",
"OLYM","3200.NE04","Survey","Active","2","Medium","3200","Active","Annual","1",200,478994,5313234,"Actual",478994.15,5313233.93,"NAD83",10,1228.00,23.00,199.00,"On road",,0,,"Road winds back and forth.  Only one obvious pull-out (several inconspicious ones).  Point not far after obvious one.","Mostly dirt hillside to left.  Many trees to the right.  A few stumps of smaller cut trees on left hillside. Point is about 15 m after passing end of small pullout.","6/29/2007","",
"OLYM","3200.NE05","Survey","Active","2","Medium","3200","Active","Annual","1",200,479155,5313159,"Actual",479154.54,5313159.07,"NAD83",10,1240.00,22.00,150.00,"On road",,0,,"2 curves in road.  2 small pulloffs on right side of road.  Point is not far after 2nd pulloff.","Point is about 20 m up road from the uphill-most point of a pull-off which is on the right side of the road at a bend.  Several small Doug-firs on both sides of road from point.","6/29/2007","",
"OLYM","3200.NE06","Survey","Active","2","Medium","3200","Active","Annual","1",200,479340,5313139,"Actual",479340.18,5313138.66,"NAD83",10,1253.00,23.00,212.00,"On road",,0,,"2 more obvious curves (but not that sharp).  Nothing too noteworthy.","Point right across from a pull off on right side of road.  Left side of road is mostly huge rock face.","6/29/2007","",
"OLYM","3200.NE07","Additional","Active","2","Medium","3200","Active","Annual","1",200,479515,5313047,"Actual",479514.73,5313047.18,"NAD83",10,1272.00,14.00,234.00,"On road",,0,,"Road bends back and forth slightly.","Exposed rock on left. Maples on right.  Pretty open view to the right.","6/29/2007","",
"OLYM","3200.NE08","Additional","Active","2","Medium","3200","Active","Annual","1",200,479537,5312864,"Actual",479537.35,5312863.94,"NAD83",10,1298.00,18.00,328.00,"On trail",,0,,"Pace a little more than 200 m.  Road zig zags back and forth.  Pass lots of exposed rock.  One sharper turn to the right.  Point is ~25m after passing 2nd of 2 small pulloffs on right.","Point along relative straightaway.  Trees 3-4 thick on right before seeing through to views in background.  Moss, rocks & mostly dirt on left.","6/29/2007","",
"OLYM","3200.NE09","Additional","Active","2","Medium","3200","Active","Annual","1",200,479692,5312779,"Actual",479691.67,5312778.9,"NAD83",10,1327.00,30.00,210.00,"On road",,0,,"Pace 300 m.  There's a very large curve in road that is also quite sharp.","Mostly dirt on left side of road.  2 large Doug-firs have roots exposed b/c of soil erosion.  2 hemlocks growing very close together right up on edge of right side of road.","6/29/2007","",
"OLYM","3200.NE10","Additional","Active","2","Medium","3200","Active","Annual","1",200,479763,5312581,"Actual",479763.43,5312580.89,"NAD83",10,1351.00,25.00,327.00,"On road",,0,,"Pace 235m.  Road bends to the right then left.  You'll pass a pull out of sorts on the right.  Point is up road another 45 m.  After coming around turn, you'll see two stumps that were sawed about 6 in from ground on the left side of the road.","Open grassy hill on left.  Doug-firs on left.  Cedars and hemlocks on right.  No trees on the right have their bases right up by the road.","6/29/2007","",
"OLYM","3200.NE11","Additional","Active","2","Medium","3200","Active","Annual","1",200,479759,5312369,"Actual",479759.08,5312369.16,"NAD83",10,1384.00,13.00,234.00,"On road",,0,,"Pace 225 m.  One sharper bend in road.","There is a fairly large (24 cm DBH) Subalpine fir on left side of road w/ its roots exposed b/c the soil washed away.  There are trees on the right hand side, though they aren't dense.  Looking down the road the way you came, you see a break in the trees and the mountains in the distance.  There are also 2 Doug-firs on the left side of the road that both seem to have lost their top halves but they're still alive.  One is up-road from Subalpine fir, other is down.","6/29/2007","",
"OLYM","3200.NE12","Additional","Active","2","Medium","3200","Active","Annual","1",200,479869,5312173,"Actual",479869.03,5312172.67,"NAD83",10,1421.00,21.00,328.00,"On road",,0,,"Pace 225 m.  2 slight bends in road.","Point is after road curves to the right.","6/29/2007","",
"OLYM","3200.NE13","Additional","Active","2","Medium","3200","Active","Annual","1",200,479755,5311962,"Actual",479754.98,5311962.32,"NAD83",10,1446.00,23.00,312.00,"On road",,0,,"Pace 240 m.  Travel a bend that curves right then a 2nd sharper turn that curves left.","Point is on a very slight curve.  You can see the bend starting in the road for the next curve.  Hillside on right is dirt.  most of the trees on left start about 8 m uphill but there's a clump of Subalpine firs closer to the road.  Dense trees on right side of road.","6/29/2007","",
"OLYM","3200.NE14","Additional","Active","2","Medium","3200","Active","Annual","1",200,479831,5311788,"Actual",479831.07,5311788.21,"NAD83",10,1486.00,22.00,209.00,"On road",,0,,"Pace 240 m.  Travel uphill.  2 bends in the road.  After the 2nd bend, the point is where the trees on right get sparser.","The hillside on the left is dirt and rock and there is one large rock amongst many small ones.  One the horizon (if facing south) you can see (if not cloudy) the whitecaps of a mountain that you couldn't see until this point.  Mostly open on right side of road after having many trees on right side for much of the walk here.","6/29/2007","",
"OLYM","3200.NW01","Survey","Active","2","Medium","3200","Active","Annual","1",200,478250,5313325,"Actual",478250.05,5313324.95,"NAD83",10,1163.00,21.00,226.00,"On road",,0,"couldn't go off-trail due to steepness","Point is about 135-140 m down road from big curve/pullout (good parking spot). Pacing ends up being much longer than 100 m from TO due to big curve (ensuring that it is 200 m from NE01).","Point is on road with loose soil/rock on NE side and open Doug-fir forest on SW side. There is a lone cedar almost directly in line with point.","6/29/2007","",
"OLYM","3200.NW02","Survey","Active","2","Medium","3200","Active","Annual","1",200,478323,5313502,"Actual",478323.18,5313501.67,"NAD83",10,1152.00,20.00,305.00,"On road",,0,,"Pace as if traveling 245 m down road. There are several curves between these points.","Point is on road. On SW side is a very dense forest of small trees. On the NE side is a steep rock face leading up to small trees. Finding features to describe here is difficult. Point is about 50 m down road from end of big curve.","6/29/2007","",
"OLYM","3200.NW03","Survey","Active","2","Medium","3200","Active","Annual","1",200,478331,5313720,"Actual",478330.68,5313719.79,"NAD83",10,1138.00,13.00,243.00,"On road",,0,,"Pace as if traveling 275 m down road (compensated for curves) until small pullout is reached (not incredibly obvious).","Point is on a curve in the road where there seems to be a small pullout on SW side of road. The NE side is bordered by a rock face with some densely packed low shrub above it. Point is in center of pullout. [Photo shows rocky slope. Pine is hard to see - its below (toward road) of the Doug-fir seen.]","6/29/2007","",
"OLYM","3200.NW04","Survey","Active","2","Medium","3200","Active","Annual","1",200,478128,5313763,"Actual",478127.93,5313762.77,"NAD83",10,1126.00,17.00,216.00,"On road",999,0,,"Walk down road as if traveling 230 m (compensated for curves in road) until 2nd obvious curve is reached (after initial curve that NW03 is on)- point is on that curve (see features).","Point is on road where there is a big circular curve. Point is at SW corner of that curve. On the NE side of road, there is a rock face leading up to more vegetated substrate.","6/29/2007","",
"OLYM","3200.NW05","Survey","Active","2","Medium","3200","Active","Annual","1",200,477985,5313629,"Actual",477984.85,5313628.52,"NAD83",10,1022.00,14.00,231.00,"Off trail",225,1,"could go off-trail","Travel is down steep slope the whole way (off-trail), through mostly Douglas Fir forest.","Point is on a steep slope leading down to a drainage. It is covered in moss and there is a lot of Salal and Oregon Grape right at point. It is predominantly Douglas-fir forest. 2009 update - the downhill Douglas-fir of the ""connected Doug-firs"" is broken and the top half runs perpendicular into the hill above. You will see it when approaching point.","6/29/2007","",
"OLYM","3200.NW06","Survey","Active","2","Medium","3200","Active","Annual","1",200,477848,5313497,"Actual",477848.18,5313497.03,"NAD83",10,997.00,27.00,190.00,"Off trail",225,0,,"The first 40 m drop steeply down to a drainage. The next 125 m traverse the side of a steep slope, much of it through thick salal. It drops at the end down to a drainage (where point is located).","Point is at the bottom of a drainage with lots of fallen trees over it. There are a few dense patches of Salal near point. Cedars are directly down creek of a decaying large hemlock snag (DBH 100cm).","6/29/2007","",
"OLYM","3200.NW07","Additional","Active","2","Medium","3200","Active","Annual","1",200,477701,5313345,"Actual",477701.06,5313344.51,"NAD83",10,1017.00,35.00,134.00,"Off trail",225,0,,"Mostly a traverse of a steep slope. It starts off through thick salal, then gradually becomes more bare. Relatively easy travel.","Point is on a steep slope that is sparsely vegetated. There are several large rocks near point. It is just (about 20 m) SW of a small, dry dip in terrain/gully.","6/29/2007","",
"OLYM","3200.NW08","Additional","Active","2","Medium","3200","Active","Annual","1",200,477562,5313203,"Actual",477561.93,5313203.08,"NAD83",10,1031.00,26.00,190.00,"Off trail",225,0,,"Traverse along slope, then cross drainage and go straight up steep slope. get rewarded w/ view at top. Point just down otherside of the ridge.","Point is in middle of large patch of manzanitas on a steep slope about 25 m down from ridge. It is sparsely vegetated aside from manzanita (and trees). It is relatively open at point with view of ridge across valley. Boulder featured has large pistol grip Doug-fir to E of it (only bottom part visible from point).","6/29/2007","",
"OLYM","3200.NW09","Additional","Active","2","Medium","3200","Active","Annual","1",200,477405,5313061,"Actual",477404.904,5313061.125,"NAD83",10,962.00,25.00,168.00,"Off trail",225,0,,"Drop steeply from Point 8 for ~60 meters.  Traverse becomes less steep but there is still a steady elevation drop to Point 9.","Point is is in mostly doug fir and w. red cedar forest, though w/ small w. hemlocks scattered throughout). Salal dominates the understory. ~30 meters down a deer trail (heading W), a small opening can be seen from point. This opening has manzanita and salal growing in it.","6/20/2008","",
"OLYM","3200.NW10","New","Active","2","Medium","3200","Active","Annual","1",200,,,,,,,10,,,,"Off trail",225,0,,"Travel downhill and across slope through taller salal than rest of transect within 30m of point there are 2 massive downed DOFI trees, point is 5m beyond the second one","Very close to large downed DOFI with huge branches. Dense salal understory in forest of relatively dense small conifers","6/23/2021","",
"OLYM","3200.TO","Origin","Active","2","Medium","3200","Active","Annual","1",200,478383,5313267,"Actual",478383.12,5313267.25,"NAD83",10,1188.00,23.00,135.00,"On road",,0,,"About 15-minute drive up from park boundary toward campground.  About a 40-45-minute drive from Port Angeles to TO.  TO is a 10-15 minute drive down from campground, right near a pullout that is often called ""Water Barrel.""","There's a rocky wall on left side of trail.  Point is at a stump that is comprised of one trunk that splits into 2 distinct trunks (you can only barely tell that it has 2 trunks now- most of it has fallen). The marker is not on this (in case it rots).  This tree is about 50 m up the road from a larger pull-off where you can park.  About a 15-minute drive up from park boundary on Deer Park Rd. Park at a big curve in road (very close to TO) where there is a pullout area.","6/29/2007","",
"OLYM","3201.TO","Origin","Proposed","2","Medium","3201","Proposed","Oversample",,201,438668,5308177,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3202.TO","Origin","Proposed","3","Low","3202","Proposed","Oversample",,202,462199,5272330,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3203.TO","Origin","Proposed","2","Medium","3203","Proposed","Oversample",,203,461858,5314531,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3204.TO","Origin","Proposed","1","High","3204","Proposed","Oversample",,204,484204,5297850,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3205.TO","Origin","Proposed","2","Medium","3205","Proposed","Oversample",,205,444728,5309261,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3206.TO","Origin","Proposed","1","High","3206","Proposed","Oversample",,206,471163,5276523,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3207.TO","Origin","Proposed","2","Medium","3207","Proposed","Oversample",,207,478890,5294971,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3208.TO","Origin","Proposed","3","Low","3208","Proposed","Oversample",,208,455991,5320952,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3209.TO","Origin","Proposed","3","Low","3209","Proposed","Oversample",,209,413864,5303713,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3210.TO","Origin","Proposed","3","Low","3210","Proposed","Oversample",,210,437227,5324285,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3211.TO","Origin","Proposed","2","Medium","3211","Proposed","Oversample",,211,448231,5300367,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3212.TO","Origin","Proposed","1","High","3212","Proposed","Oversample",,212,473512,5304934,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3213.TO","Origin","Proposed","3","Low","3213","Proposed","Oversample",,213,428222,5299892,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3214.TO","Origin","Proposed","2","Medium","3214","Proposed","Oversample",,214,461465,5268005,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3215.TO","Origin","Proposed","3","Low","3215","Proposed","Oversample",,215,457657,5311503,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3216.TO","Origin","Proposed","3","Low","3216","Proposed","Oversample",,216,483728,5279873,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3217.TO","Origin","Proposed","3","Low","3217","Proposed","Oversample",,217,437682,5311262,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3218.TO","Origin","Proposed","2","Medium","3218","Proposed","Oversample",,218,465056,5266450,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3219.TO","Origin","Proposed","3","Low","3219","Proposed","Oversample",,219,465281,5299497,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3220.TO","Origin","Proposed","1","High","3220","Proposed","Oversample",,220,488900,5293475,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3221.TO","Origin","Proposed","2","Medium","3221","Proposed","Oversample",,221,447177,5311638,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3222.TO","Origin","Proposed","2","Medium","3222","Proposed","Oversample",,222,474492,5273686,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3223.TO","Origin","Proposed","1","High","3223","Proposed","Oversample",,223,469181,5308651,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3224.TO","Origin","Proposed","2","Medium","3224","Proposed","Oversample",,224,467827,5319367,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3225.TO","Origin","Proposed","3","Low","3225","Proposed","Oversample",,225,431781,5258422,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3226.TO","Origin","Proposed","1","High","3226","Proposed","Oversample",,226,444344,5318349,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3227.TO","Origin","Proposed","1","High","3227","Proposed","Oversample",,227,447947,5316951,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3228.TO","Origin","Proposed","1","High","3228","Proposed","Oversample",,228,471911,5307562,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3229.TO","Origin","Proposed","3","Low","3229","Proposed","Oversample",,229,425155,5307072,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3230.TO","Origin","Proposed","3","Low","3230","Proposed","Oversample",,230,453288,5273989,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3231.TO","Origin","Proposed","1","High","3231","Proposed","Oversample",,231,458892,5316118,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3232.TO","Origin","Proposed","2","Medium","3232","Proposed","Oversample",,232,483894,5288678,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3233.TO","Origin","Proposed","2","Medium","3233","Proposed","Oversample",,233,442887,5304186,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3234.TO","Origin","Proposed","3","Low","3234","Proposed","Oversample",,234,474941,5262753,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3235.TO","Origin","Proposed","1","High","3235","Proposed","Oversample",,235,473851,5292783,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3236.TO","Origin","Proposed","2","Medium","3236","Proposed","Oversample",,236,486526,5302386,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3237.TO","Origin","Proposed","1","High","3237","Proposed","Oversample",,237,446819,5316393,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3238.TO","Origin","Proposed","2","Medium","3238","Proposed","Oversample",,238,473036,5280784,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3239.TO","Origin","Proposed","1","High","3239","Proposed","Oversample",,239,465794,5312155,"Actual",,,,10,,,,,,0,,,,"","",
"OLYM","3240.TO","Origin","Proposed","2","Medium","3240","Proposed","Oversample",,240,472288,5317799,"Actual",,,,10,,,,,,0,,,,"","",
"SAJH","AMCA.001","Survey","Active","4","Parkwide","AMCA","Active","Biennial",,,497916,5367751,"Actual",497915.986,5367751.014,"NAD83",10,32.00,3.00,183.00,,,0,,"walk down Eagle Cove Rd. about 175 m. There is a small gate within dense shrub that leads you onto a trail. Point can be accessed from this (walk S from trail about 60 m).","The point is right on the NPS boundary, less than 50 m from Eagle Cove Rd. There is a cluster of Doug-firs to the SW and thick shrub to the W. The point itself is in thick grass.","5/28/2007","",
"SAJH","AMCA.002","Survey","Active","4","Parkwide","AMCA","Active","Biennial",,,497921,5368091,"Actual",497921.444,5368091.062,"NAD83",10,41.00,3.00,165.00,"Off trail",,0,,"Point is off of Cattle Point Rd. As you stand near the sign for the visitor's center, set your compass to 267 degrees. This should take you across the road to a break in the line of trees - enter the forest/thicket here and proceed to 002. Do not enter by the Eagle Point Rd sign unless you want to bushwack rose.","Point is in an open area among the shrubs in a small grassy patch about 80 meters from road. It is 10m into the open rose thicket area - use ""pair of doug fir"" feature to guide you into the thicket. Dense thicket of wild rose along the entire NW side.  Doug firs to the west. Smaller trees to the south.","5/27/2007","",
